0
0
0
0
0
0
0
0
0
0
0
0
0
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12
16
21
33
30
42
37
13
15
15
24
26
13
21
14
18
26
26
26
26
26
26
26
26
26
26
15
15
26
26
26
25
36
31
33
32
34
30
29
33
35
14
25
33
29
41
37
33
32
32
33
29
27
34
27
43
28
26
28
16
18
16
27
27
25
26
27
25
27
27
16
27
28
13
13
27
15
44
28
27
27
27
21
25
17
28
22
36
24
22
23
18
16
18
27
0
34
0
13
20
22
38
30
30
25
59
29
16
49
0
28
0
0
13
13
22
22
27
26
46
27
42
25
16
43
0
23
26
12
16
25
27
33
26
17
28
25
44
22
28
26
21
44
25
23
26
17
18
25
28
30
14
25
13
23
28
39
40
41
25
31
31
31
31
31
31
46
32
30
30
30
30
14
14
14
14
34
37
33
33
33
33
33
26
33
34
34
34
34
26
32
28
26
26
26
26
26
26
42
25
27
27
27
27
13
13
13
13
27
28
27
27
27
27
27
26
27
28
28
28
28
22
27
22
